V,Thrust,diameter,pitch,rpm
190.1,2.782,0.12065,4.5,45000
45.8,15.417,0.3937,13.0,9000
0.9,1.145,0.381,6.0,3000
16.3,1.305,0.36576,12.0,3000
35.9,11.999,0.2286,4.5,22000
101.2,4.859,0.2286,8.5,15000
7.7,15.686,0.3302,6.5,13000
69.1,5.465,0.4572,8.0,8000
71.0,18.278,0.5207,14.0,7000
84.0,48.164,0.5207,12.0,10000
31.5,47.071,0.5588,8.0,9000
82.9,4.222,0.508,22.5,4000
67.6,2.878,0.22225,9.0,13000
101.4,2.782,0.1778,6.0,23000
10.5,1.718,0.3556,8.5,4000
84.6,26.134,0.3175,9.0,17000
24.6,21.64,0.3937,11.5,10000
18.8,2.477,0.22352,9.5,12000
118.5,8.172,0.3048,8.0,15000
139.2,4.745,0.3048,11.0,13000
43.6,2.301,0.22225,7.5,12000
23.2,3.111,0.3302,13.5,6000
34.0,2.682,0.12065,5.5,37000
90.8,3.594,0.254,5.8,16000
74.9,2.915,0.1778,4.0,22000
40.9,24.78,0.4318,13.0,10000
105.8,9.681,0.3048,4.5,20000
31.4,20.434,0.3175,10.0,15000
8.5,12.459,0.22225,8.0,25000
38.2,2.892,0.3302,10.0,6000
64.3,1.024,0.127,4.6,20000
0.0,12.328,0.3175,12.0,11000
17.4,5.592,0.22225,7.75,17000
30.3,4.579,0.2794,5.5,11000
14.1,8.529,0.381,6.0,8000
50.9,14.607,0.254,7.0,19000
46.0,19.885,0.3048,10.0,16000
66.9,2.443,0.2032,6.0,15000
0.0,9.12,0.2794,12.0,12000
62.8,11.9,0.3048,3.8,16000
0.0,9.099,0.4064,14.0,6000
170.3,3.408,0.2159,5.5,26999
24.8,9.679,0.254,5.8,16000
142.2,5.827,0.3175,11.0,13000
8.4,5.045,0.254,5.0,12000
4.3,6.41,0.3175,13.0,8000
14.9,4.334,0.4572,14.0,4000
148.4,11.347,0.22225,8.25,25000
137.5,6.67,0.3556,14.0,10000
52.9,12.109,0.254,7.0,18000
47.5,4.581,0.3048,8.0,8000
17.8,1.541,0.19812,6.0,11000
62.1,1.315,0.2286,6.0,10000
148.2,1.68,0.2286,8.0,17000
53.2,1.019,0.1397,4.5,19000
38.6,5.147,0.1524,4.5,27000
13.0,3.757,0.3048,9.0,7000
16.5,2.395,0.2794,4.7,7000
49.0,36.127,0.381,7.0,15000
41.2,1.628,0.3937,11.5,4000
45.5,4.88,0.508,10.0,5000
118.4,3.549,0.2032,4.0,26999
59.0,7.92,0.5207,10.5,6000
0.0,2.98,0.2159,7.0,13999
126.3,5.693,0.4064,12.0,10000
134.5,7.995,0.2032,7.0,25000
179.3,1.632,0.12065,4.5,40000
7.3,20.258,0.4064,8.0,10000
79.0,3.33,0.127,4.5,32000
59.7,3.031,0.1143,3.5,40000
90.7,14.925,0.381,13.0,10000
49.6,2.15,0.3048,9.0,7000
197.3,2.862,0.127,4.5,44000
70.5,10.926,0.23495,5.25,24000
0.0,2.162,0.5207,10.5,2000
70.1,2.946,0.381,12.0,7000
198.4,3.904,0.254,10.0,18000
91.5,35.607,0.5461,13.0,9000
23.5,17.284,0.381,14.0,10000
127.7,10.03,0.2794,11.0,15000
96.2,1.156,0.19812,7.0,13999
128.9,1.734,0.23495,5.5,21000
84.4,4.166,0.12065,4.0,42000
82.2,16.991,0.3429,10.0,13000
20.3,1.308,0.2286,4.5,11000
0.0,10.079,0.3556,13.5,8000
26.7,8.856,0.1778,4.0,30000
150.5,1.598,0.1778,6.5,20000
0.0,52.658,0.4699,9.5,11000
84.4,5.36,0.3302,6.5,13000
18.2,1.043,0.22225,9.25,8000
75.8,4.528,0.1778,6.5,18000
0.0,7.596,0.22352,9.25,20000
81.5,7.194,0.2794,8.0,13999
70.7,1.887,0.1524,3.0,26000
0.8,1.335,0.4826,8.0,2000
23.0,4.593,0.3556,10.0,6000
83.7,15.076,0.254,5.0,23000
6.8,1.135,0.127,4.5,18000
53.6,1.492,0.2286,5.0,12000
48.4,28.505,0.381,12.0,12000
65.1,6.728,0.3048,6.5,12000
21.4,2.32,0.1778,8.0,16000
72.6,4.204,0.4191,13.0,6000
3.2,15.063,0.3302,4.5,13999
22.3,2.088,0.254,4.7,8000
8.0,12.205,0.18796,7.7,26999
64.2,1.966,0.19812,6.0,13999
0.0,8.962,0.254,6.0,16000
83.0,21.835,0.508,10.5,9000
27.5,2.389,0.12065,4.5,35000
131.4,2.829,0.3302,10.0,12000
32.9,22.771,0.3302,4.0,17000
22.0,22.864,0.31115,3.75,19000
22.2,5.068,0.45974,12.0,4000
14.6,1.8,0.508,16.0,2000
6.6,12.974,0.3683,11.0,7000
131.1,7.818,0.508,13.0,9000
5.3,2.644,0.2794,9.0,7000
56.0,2.116,0.22352,9.75,11000
61.0,13.2,0.508,15.0,6000
31.3,1.776,0.1143,4.0,31000
104.3,7.14,0.381,5.5,14000
38.6,6.429,0.1651,3.7,33000
67.5,1.342,0.2286,3.0,17000
0.0,8.548,0.2032,6.0,21000
56.8,1.031,0.1524,5.5,16000
32.8,18.0,0.6096,12.0,5000
108.8,11.068,0.2794,5.5,21000
29.0,2.066,0.3683,14.5,4000
110.2,1.038,0.1778,4.0,22000
8.7,1.479,0.127,4.0,17000
120.1,1.461,0.12065,4.5,32000
136.9,43.618,0.508,15.0,11000
66.7,1.738,0.3556,5.0,10000
38.2,7.986,0.2286,5.0,19000
174.0,3.008,0.1778,6.5,24000
16.6,3.409,0.13208,6.0,35000
4.5,1.386,0.111125,4.25,29000
14.1,6.624,0.381,11.0,6000
51.2,2.057,0.22225,8.5,11000
43.1,1.898,0.1397,6.5,23000
14.2,1.623,0.2032,4.0,11000
46.8,1.127,0.2413,6.0,9000
60.7,3.868,0.2032,10.0,15000
74.0,11.908,0.254,6.0,20000
15.6,2.158,0.19812,7.0,13000
68.9,14.837,0.2794,5.0,19000
149.8,2.458,0.381,8.0,15000
13.1,6.094,0.254,3.0,16000
67.6,4.115,0.5334,10.0,6000
26.5,1.497,0.2286,6.5,8000
0.0,4.291,0.2794,14.0,9000
91.3,30.173,0.3937,12.0,12000
35.9,5.007,0.3556,14.0,6000
75.2,4.726,0.3429,14.0,7000
5.7,3.76,0.117475,3.0,43000
5.2,10.482,0.381,7.0,8000
7.7,14.203,0.3048,6.0,12000
160.0,11.01,0.2032,8.0,26000
110.7,2.149,0.254,7.0,15000
0.0,9.416,0.2032,4.0,23000
45.5,5.527,0.127,4.0,33000
41.6,2.724,0.2032,4.5,15000
143.6,3.425,0.1778,6.0,26000
38.1,1.842,0.4064,8.0,5000
76.9,12.318,0.22225,7.75,25000
39.4,18.426,0.4191,13.0,9000
18.3,3.997,0.3556,7.0,6000
96.5,30.49,0.3683,12.0,12000
15.6,4.072,0.6858,13.0,2000
0.0,1.74,0.22352,9.0,10000
5.4,2.277,0.3302,4.5,6000
88.6,10.414,0.2032,4.5,28000
131.0,3.072,0.3048,8.0,13999
28.9,13.308,0.2032,10.0,24000
106.5,4.657,0.1524,4.5,33000
125.2,4.482,0.254,7.0,16000
65.1,13.766,0.381,12.0,10000
90.1,20.034,0.4318,8.0,12000
12.3,1.25,0.1778,4.0,13999
47.4,3.554,0.1016,4.5,44000
2.5,3.856,0.3302,10.0,6000
0.0,3.62,0.1016,4.0,39000
55.8,2.267,0.3175,12.0,6000
118.4,4.898,0.2286,6.0,21000
111.8,16.043,0.3937,12.0,11000
6.1,11.282,0.3048,14.0,11000
116.3,2.792,0.127,3.0,45000
10.4,1.072,0.1524,4.0,15000
0.0,1.513,0.381,8.0,3000
45.7,5.385,0.2794,9.0,10000
164.7,4.243,0.2413,7.5,21000
62.7,2.331,0.2413,4.5,15000
60.9,1.876,0.2286,7.5,10000
31.7,4.218,0.1397,4.5,34000
10.2,3.841,0.1778,3.8,17000
136.6,3.901,0.2032,4.5,26999
184.4,1.295,0.1524,5.5,32000
53.8,5.323,0.19812,6.0,20000
125.9,21.297,0.3937,12.5,12000
71.7,2.83,0.13208,6.0,30000
201.0,2.063,0.22225,7.75,22000
11.1,3.769,0.22225,9.0,15000
39.9,11.983,0.381,4.0,13000
4.5,10.52,0.5461,13.0,4000
106.7,2.479,0.3048,6.0,15000
38.2,4.256,0.1778,6.5,16000
34.2,1.211,0.2286,8.5,7000
200.8,5.984,0.22225,7.5,25000
46.3,7.385,0.22225,7.75,20000
52.8,8.333,0.22225,8.25,21000
77.0,7.359,0.4191,13.0,7000
90.4,5.112,0.4318,12.5,7000
54.6,4.344,0.23495,5.25,17000
97.5,4.228,0.22352,8.5,16000
13.8,2.573,0.3302,6.0,6000
75.6,4.625,0.3048,14.0,8000
86.6,11.071,0.3302,4.5,17000
71.9,13.26,0.4064,8.0,11000
61.9,4.179,0.3302,13.5,7000
80.2,2.614,0.3556,5.0,12000
151.2,15.852,0.4318,10.0,13000
171.4,6.136,0.2032,8.0,24000
90.1,2.083,0.3048,12.0,8000
13.3,45.225,0.5207,10.5,9000
58.2,1.131,0.4064,8.0,6000
20.7,1.343,0.3048,5.0,6000
72.0,1.662,0.12065,4.75,29000
24.1,5.037,0.3048,12.0,8000
0.0,1.269,0.1651,3.7,15000
18.1,1.644,0.5461,13.0,2000
69.7,20.447,0.4318,12.0,9000
67.2,1.335,0.1143,3.5,30000
120.0,12.869,0.381,11.0,11000
5.2,2.927,0.19812,4.0,15000
46.6,21.341,0.2794,5.5,21000
23.2,1.267,0.18796,7.5,10000
17.9,5.662,0.22225,7.75,18000
28.9,2.282,0.3302,5.5,7000
32.5,10.946,0.2286,3.7,22000
121.2,10.085,0.3048,8.5,16000
24.2,15.553,0.3429,13.5,11000
54.9,9.179,0.2032,8.0,21000
12.0,1.045,0.22225,9.0,8000
89.2,1.1,0.2286,7.5,11000
90.5,1.479,0.12954,5.0,25000
34.6,17.724,0.2794,6.0,18000
48.1,10.986,0.3302,4.5,14000
64.3,10.873,0.3048,10.0,12000
38.1,4.435,0.4318,10.0,5000
19.8,12.132,0.2413,8.0,20000
20.8,2.544,0.1778,5.0,16000
5.5,3.762,0.2286,4.7,11000
33.0,8.196,0.381,14.0,7000
36.0,2.95,0.2032,4.0,18000
150.9,3.835,0.3937,12.0,11000
51.7,6.519,0.22225,8.0,19000
57.9,1.108,0.1778,4.0,16000
155.8,3.275,0.2159,7.0,22000
88.6,19.783,0.254,6.0,21000
37.4,4.323,0.22225,5.0,15000
69.6,3.388,0.35052,10.0,7000
38.7,1.819,0.19812,4.0,15000
46.3,20.099,0.3429,12.5,13000
80.6,4.056,0.1524,6.0,28000
24.6,15.025,0.2413,5.0,21000
46.6,10.464,0.36576,13.0,8000
17.5,13.114,0.22225,8.25,25000
58.7,8.203,0.2286,6.0,19000
26.7,5.903,0.2032,5.0,20000
96.0,4.1,0.2159,7.0,18000
0.0,16.097,0.3048,3.8,13999
119.1,21.269,0.3302,13.0,15000
28.5,20.141,0.3429,13.5,13000
90.8,11.706,0.2794,4.0,22000
44.0,2.547,0.117475,3.0,37000
29.6,39.527,0.5334,12.0,8000
177.4,12.898,0.3556,13.0,13999
200.0,2.006,0.2286,8.5,20000
76.1,5.147,0.1651,5.0,29000
99.0,11.526,0.1778,6.0,32000
41.8,10.687,0.1524,4.3,37000
58.9,1.709,0.1778,5.0,16000
0.0,5.401,0.254,4.5,12000
46.4,1.576,0.12954,4.5,21000
61.4,3.356,0.4318,13.0,5000
15.2,34.733,0.5207,10.0,8000
60.5,19.186,0.381,12.0,10000
7.7,6.042,0.254,7.0,13000
107.9,11.554,0.3556,6.0,17000
60.3,2.355,0.3937,12.0,5000
43.2,1.652,0.3302,4.5,8000
37.4,2.683,0.1524,4.0,24000
74.5,8.855,0.5588,12.0,6000
74.2,2.475,0.2286,4.5,16000
22.2,1.691,0.1778,7.0,13000
71.6,11.695,0.36576,13.0,9000
67.3,2.222,0.2286,6.0,13000
151.4,4.688,0.35052,10.0,13000
81.2,1.01,0.2032,3.75,18000
54.6,2.411,0.381,11.0,5000
17.9,13.33,0.2794,6.0,13000
6.2,5.621,0.2794,9.0,8000
64.7,1.646,0.254,7.0,9000
19.4,4.652,0.381,4.0,8000
0.0,17.087,0.3048,10.0,13999
14.7,12.589,0.381,7.0,9000
129.7,1.075,0.127,5.0,29000
57.1,3.773,0.4699,12.0,5000
47.7,18.298,0.3175,12.0,13999
39.6,10.724,0.2921,6.0,13999
29.6,1.621,0.1016,4.0,27000
22.9,1.156,0.3683,14.0,3000
62.4,2.587,0.381,6.0,9000
30.4,39.68,0.4572,6.0,12000
36.6,5.958,0.4064,15.0,5000
26.0,26.207,0.3175,9.0,17000
54.9,3.344,0.12954,5.0,34000
45.3,1.357,0.508,15.0,3000
89.3,17.377,0.5207,20.5,6000
33.8,3.334,0.3175,12.5,6000
10.4,8.847,0.2667,4.5,16000
14.6,5.845,0.2032,10.0,18000
134.4,2.038,0.22225,7.5,17000
121.9,17.539,0.3937,12.0,11000
49.9,1.455,0.12065,5.5,26999
55.1,4.181,0.22225,7.5,15000
54.1,9.58,0.4572,8.0,8000
26.9,20.649,0.5588,11.0,6000
23.3,3.948,0.5207,14.0,3000
25.4,12.191,0.3429,14.0,9000
22.4,53.615,0.4826,8.0,12000
121.2,10.745,0.1778,10.0,29000
74.6,1.399,0.3048,4.5,12000
86.8,9.851,0.23495,5.25,24000
51.3,2.178,0.254,8.0,9000
84.7,34.122,0.4826,10.0,11000
1.9,2.044,0.4064,16.0,3000
41.1,2.068,0.1524,2.0,29000
4.5,20.152,0.3048,6.0,13999
5.4,4.531,0.3175,9.0,7000
118.9,4.957,0.1524,4.5,35000
105.7,3.32,0.2413,6.5,17000
131.0,2.145,0.254,7.0,17000
102.8,36.807,0.4826,16.0,10000
78.3,2.92,0.2794,5.0,13999
80.4,8.679,0.1524,4.3,35000
79.2,1.286,0.4572,11.0,6000
53.5,4.282,0.508,10.5,5000
45.1,31.93,0.508,10.0,9000
2.9,4.079,0.2032,4.0,16000
16.4,4.133,0.22225,7.75,16000
47.0,6.201,0.2794,13.0,10000
81.3,7.995,0.1524,4.5,35000
8.5,1.031,0.3048,4.0,5000
85.8,2.971,0.2032,4.5,20000
113.0,7.839,0.4064,13.0,9000
0.0,4.518,0.2032,9.0,17000
28.9,29.354,0.4699,10.25,9000
88.5,7.173,0.381,11.0,9000
66.9,4.918,0.3302,9.0,9000
135.7,20.033,0.3048,8.0,19000
18.7,5.151,0.1905,2.5,26000
8.0,2.145,0.3302,13.0,5000
134.1,1.942,0.12065,4.5,36000
36.1,1.097,0.111125,4.25,26000
96.2,26.6,0.3683,11.0,12000
92.6,12.288,0.508,15.0,7000
219.4,5.163,0.22225,9.25,23000
68.2,12.283,0.3048,6.0,13999
25.6,4.621,0.3175,11.0,7000
21.9,6.213,0.4318,10.0,5000
27.1,5.95,0.2794,5.5,12000
11.5,3.252,0.3048,5.5,7000
120.8,5.76,0.1524,5.5,34000
11.5,1.294,0.219075,3.75,10000
7.6,1.746,0.381,12.0,3000
66.0,6.034,0.508,15.0,5000
106.8,14.169,0.254,10.0,18000
27.1,5.421,0.4826,12.0,4000
61.0,4.809,0.3556,7.0,9000
49.3,5.754,0.5334,10.0,5000
82.2,18.578,0.3048,6.0,19000
18.4,7.732,0.2286,3.8,17000
20.3,8.278,0.254,3.8,15000
115.6,17.017,0.40005,13.0,10000
94.5,5.424,0.3302,8.0,12000
122.5,4.454,0.3302,6.5,16000
113.5,7.305,0.4064,11.0,10000
22.8,3.787,0.22225,9.25,15000
4.6,1.121,0.4572,8.0,2000
8.6,5.329,0.2286,6.0,15000
74.6,3.515,0.1397,2.0,45000
20.6,2.539,0.3048,12.0,6000
169.4,2.538,0.22225,8.0,20000
142.9,4.696,0.127,4.6,42000
62.9,11.073,0.3302,7.0,13000
5.3,6.135,0.381,4.0,8000
108.8,18.826,0.2794,8.0,20000
175.6,1.724,0.3175,10.0,15000
26.9,13.322,0.4191,13.0,7000
16.3,4.119,0.3556,7.0,6000
37.3,2.366,0.2794,9.0,7000
46.9,5.153,0.3048,9.0,9000
20.0,1.253,0.16002,4.0,15000
62.9,4.041,0.19812,6.0,18000
5.0,1.011,0.3683,12.0,2000
52.8,2.043,0.2921,12.5,6000
49.3,8.183,0.4318,10.0,7000
28.4,3.575,0.2286,5.0,13999
11.3,3.67,0.1778,4.0,19000
106.5,14.848,0.3302,10.0,13999
178.5,1.047,0.22225,8.5,18000
115.5,13.754,0.3048,14.0,13000
43.3,13.861,0.22352,9.75,26000
45.6,10.189,0.2286,6.0,17000
100.3,2.809,0.1143,3.5,42000
51.4,4.23,0.22225,7.75,15000
131.9,2.101,0.254,7.0,17000
18.1,6.466,0.4191,12.0,5000
0.0,1.937,0.22225,7.5,11000
39.2,1.303,0.22225,8.25,9000
121.3,4.644,0.3302,10.0,12000
155.8,1.055,0.254,6.0,21000
114.2,15.814,0.2794,6.0,22000
47.4,3.438,0.4572,10.0,5000
89.6,1.333,0.1016,3.3,37000
12.9,1.891,0.4064,6.0,4000
35.9,3.302,0.3556,14.0,5000
41.1,8.378,0.127,4.5,44000
63.3,4.694,0.2286,4.7,16000
29.3,7.065,0.2794,9.0,11000
25.4,5.156,0.1651,5.0,29000
4.2,2.094,0.1651,5.0,19000
11.9,1.607,0.2413,7.0,8000
12.3,17.385,0.4318,12.0,8000
132.8,4.536,0.22225,7.5,19000
128.7,4.673,0.254,8.0,17000
62.9,2.356,0.10668,4.0,42000
57.6,1.993,0.22225,8.25,11000
90.4,41.313,0.4826,10.0,12000
31.9,4.411,0.1651,5.5,26999
57.1,44.065,0.45974,11.0,11000
9.1,1.577,0.381,12.0,3000
0.0,10.363,0.3556,4.0,10000
99.3,3.689,0.13208,6.0,35000
33.5,3.072,0.2286,7.5,11000
51.6,30.941,0.4318,12.0,10000
38.7,11.739,0.3302,7.0,12000
27.4,6.515,0.3048,4.7,10000
34.3,8.395,0.3302,10.0,9000
24.9,13.563,0.5588,11.0,5000
94.1,2.398,0.4191,12.0,7000
84.7,17.634,0.36576,10.5,12000
0.0,15.034,0.3048,10.0,13000
168.3,10.355,0.3556,10.0,16000
52.0,1.547,0.1778,4.0,17000
29.5,5.454,0.2794,5.5,11000
67.8,7.782,0.2413,8.0,17000
77.9,8.049,0.2159,7.0,22000
25.9,1.821,0.19812,6.0,12000
149.4,13.737,0.3048,12.0,15000
3.7,5.713,0.4318,8.0,5000
100.6,2.804,0.1778,6.0,21000
5.7,34.455,0.508,14.0,9000
54.7,2.273,0.2159,5.5,13999
14.5,2.659,0.12065,4.5,37000
13.9,6.711,0.22352,8.75,19000
8.2,13.861,0.2159,7.25,26999
29.3,30.492,0.3048,9.0,20000
35.9,5.487,0.1778,4.0,25000
6.8,1.359,0.4064,7.0,3000
27.8,18.328,0.4064,10.0,9000
52.5,6.808,0.5207,12.0,5000
47.7,1.119,0.3048,8.0,6000
194.5,6.949,0.2286,8.5,22000
43.5,1.074,0.2286,4.5,10000
45.0,3.142,0.1524,4.0,26000
69.1,1.655,0.1524,3.0,26000
173.6,1.194,0.3429,14.0,11000
96.5,9.874,0.2286,5.0,24000
13.2,22.369,0.40005,13.0,8000
9.7,21.98,0.3048,6.0,17000
180.7,4.864,0.18796,7.6,26999
33.0,4.819,0.1651,5.5,28000
28.9,1.237,0.12065,5.5,25000
19.9,4.266,0.2794,6.0,8000
60.4,19.096,0.3556,13.0,12000
1.6,2.426,0.4572,12.0,3000
96.7,3.52,0.22225,9.25,15000
84.8,5.075,0.3048,11.0,10000
186.5,4.338,0.3302,13.5,13000
13.6,5.569,0.2286,3.7,16000
75.4,1.105,0.10668,4.0,30000
18.1,4.728,0.4064,14.0,5000
20.3,3.758,0.2286,7.5,12000
152.6,6.116,0.2794,12.0,13999
23.5,2.118,0.3302,5.5,6000
13.2,2.333,0.22225,8.5,12000
18.6,5.171,0.4318,8.0,5000
100.8,1.293,0.1143,4.1,31000
47.1,2.039,0.1778,4.0,17000
5.5,29.112,0.4572,12.0,10000
117.0,1.846,0.127,4.0,31000
3.0,5.698,0.2667,6.0,11000
16.4,1.367,0.14478,3.0,20000
60.7,2.922,0.3175,11.0,7000
2.7,1.591,0.2286,7.5,8000
72.2,1.181,0.3048,8.0,8000
30.3,1.184,0.2413,8.0,7000
9.1,2.871,0.2032,8.0,13999
3.6,13.14,0.3048,5.5,13000
43.9,4.919,0.4318,12.0,5000
54.9,3.148,0.3048,12.0,7000
34.7,12.162,0.3683,13.0,8000
116.6,3.253,0.3302,10.0,11000
52.3,17.93,0.3937,12.0,8000
0.0,4.312,0.4572,16.0,4000
148.4,1.898,0.3429,13.5,10000
3.3,1.462,0.381,8.0,3000
50.5,2.439,0.1778,6.5,13000
41.1,1.192,0.3302,9.0,5000
27.0,3.31,0.254,10.0,9000
24.9,7.197,0.1524,4.0,37000
14.0,30.844,0.4572,16.0,10000
72.2,1.936,0.2794,3.0,16000
78.5,6.662,0.19812,7.0,22000
11.4,1.576,0.2286,3.7,9000
12.3,13.652,0.254,3.8,18000
39.1,18.828,0.4318,12.75,8000
28.5,12.63,0.2794,7.0,15000
26.9,3.781,0.1778,6.5,15000
18.8,12.027,0.3556,6.0,11000
58.7,1.989,0.19812,4.0,18000
26.5,7.86,0.219075,3.75,23000
19.3,3.078,0.2413,8.5,11000
69.8,9.014,0.3048,6.0,15000
24.0,4.87,0.19812,4.0,20000
60.4,2.61,0.1778,4.0,21000
0.0,3.746,0.381,8.0,5000
40.7,41.286,0.5334,10.0,9000
65.3,7.074,0.381,7.0,10000
217.4,3.017,0.3429,11.5,16000
17.2,10.582,0.3302,4.0,13000
10.0,16.401,0.2286,4.0,26999
30.0,4.135,0.4572,8.0,5000
110.9,28.048,0.3556,13.0,13999
155.5,1.498,0.1651,6.5,24000
88.3,2.161,0.3048,4.0,16000
16.1,4.27,0.2794,8.5,9000
109.4,1.002,0.2286,6.5,13999
34.6,9.639,0.4064,13.0,7000
77.9,4.617,0.2286,6.0,16000
78.4,1.342,0.3048,6.5,10000
32.6,10.925,0.254,4.5,18000
55.9,21.91,0.508,15.0,7000
56.4,5.761,0.2794,14.0,10000
35.6,1.436,0.127,3.0,26999
136.2,1.601,0.2032,7.0,19000
1.9,3.95,0.4318,10.0,4000
0.0,2.156,0.3429,14.0,4000
101.8,10.446,0.5334,10.0,9000
6.6,6.262,0.4318,10.0,5000
8.7,10.141,0.3556,13.5,8000
97.2,18.562,0.3937,11.5,11000
19.1,3.3,0.19812,7.0,16000
72.9,2.084,0.1778,6.0,17000
8.1,12.622,0.4064,14.0,7000
39.9,6.06,0.2413,8.0,15000
71.1,28.194,0.508,8.0,10000
86.4,2.446,0.381,11.0,7000
5.7,64.01,0.5334,13.0,10000
6.3,1.257,0.254,6.0,6000
0.0,1.375,0.2286,3.8,7000
20.6,8.506,0.4572,12.0,5000
43.9,4.626,0.4572,11.0,5000
40.2,27.828,0.4064,15.0,11000
137.1,6.405,0.3048,13.0,12000
43.8,3.021,0.2032,4.0,17000
31.5,1.057,0.2286,4.5,9000
113.6,1.541,0.1397,4.5,29000
9.0,18.286,0.3302,7.0,13999
37.9,7.775,0.23495,5.5,20000
44.5,3.034,0.3048,5.5,9000
94.2,4.974,0.3048,3.8,16000
100.3,1.984,0.1778,6.5,16000
13.6,9.527,0.3302,4.5,12000
13.1,12.178,0.4318,8.0,7000
45.7,1.938,0.381,12.0,5000
79.7,1.361,0.13208,6.0,21000
45.4,14.055,0.4826,8.0,8000
130.2,5.43,0.3048,8.5,15000
67.0,4.87,0.22225,8.25,17000
63.4,13.229,0.2159,7.0,26999
26.5,37.738,0.381,5.5,15000
28.7,1.887,0.12065,5.5,31000
24.5,4.27,0.11938,4.2,45000
46.1,2.954,0.4318,10.0,5000
131.3,1.876,0.2667,6.0,18000
0.0,17.73,0.3429,9.0,13000
29.8,2.309,0.1397,4.7,26000
56.8,4.739,0.1524,4.3,27000
61.7,1.005,0.36576,12.0,5000
1.4,1.172,0.2286,4.5,7000
32.9,2.94,0.1143,4.0,39000
37.8,9.035,0.4064,8.0,8000
15.4,34.006,0.4572,8.0,10000
0.0,18.57,0.635,12.5,4000
11.6,1.115,0.22352,8.9,8000
257.6,1.275,0.2794,12.0,19000
195.4,1.379,0.2794,10.0,17000
30.9,23.851,0.5207,10.5,7000
79.1,5.648,0.19812,4.0,26000
57.6,3.612,0.22225,8.0,13999
21.7,3.751,0.1778,4.0,20000
38.1,9.352,0.4572,11.0,6000
49.3,3.276,0.2286,4.5,15000
13.8,3.627,0.4953,11.5,3000
10.8,3.867,0.1778,6.0,19000
147.0,21.859,0.4572,11.0,13000
151.1,2.358,0.1778,6.0,25000
34.6,5.555,0.5588,10.0,4000
50.7,6.338,0.219075,3.75,22000
5.4,11.335,0.3302,4.0,13000
71.6,6.5,0.2032,8.0,20000
21.1,2.757,0.254,5.5,9000
23.3,17.472,0.35052,10.0,9000
9.6,2.545,0.4318,6.0,4000
40.0,1.896,0.13208,6.0,24000
78.5,32.616,0.4572,8.0,12000
102.6,3.261,0.1778,7.0,20000
4.4,4.179,0.508,10.5,3000
139.8,11.187,0.3048,12.0,13999
98.0,1.296,0.2032,8.0,13000
61.4,10.923,0.3556,12.0,9000
33.5,3.925,0.2286,6.0,13000
11.4,8.866,0.3048,8.0,11000
18.8,33.687,0.5588,12.0,7000
67.0,1.082,0.127,5.0,22000
44.2,3.165,0.22225,7.0,13999
22.4,1.014,0.1016,4.5,25000
8.7,1.924,0.2794,12.0,6000
0.0,12.827,0.23495,6.0,24000
46.3,28.661,0.5207,20.5,7000
10.8,2.25,0.254,4.0,9000
198.5,2.154,0.1778,8.0,24000
0.0,1.95,0.22225,7.75,11000
40.8,14.411,0.3048,13.0,13000
94.3,1.517,0.1778,9.0,13999
66.2,3.467,0.2159,5.5,17000
33.0,1.192,0.1778,3.0,17000
19.7,4.6,0.3048,6.0,9000
173.2,5.939,0.3048,14.0,13000
60.3,10.738,0.3302,9.0,11000
100.3,36.488,0.34036,13.5,15000
85.3,16.516,0.3048,14.0,13999
81.2,1.974,0.1524,3.0,29000
74.2,4.573,0.22352,9.25,16000
21.2,1.864,0.18796,7.6,12000
103.8,2.831,0.3048,12.0,9000
20.5,1.051,0.22225,8.75,8000
35.6,3.193,0.2794,4.5,11000
68.8,11.066,0.1778,7.0,31000
4.2,43.554,0.4572,8.0,11000
13.5,1.305,0.23622,3.0,9000
79.9,11.66,0.3048,4.7,16000
49.7,1.058,0.1651,5.5,13999
36.7,1.065,0.4191,14.0,3000
15.8,26.614,0.5334,10.0,7000
107.4,2.125,0.2032,7.0,17000
17.1,15.028,0.3556,14.0,10000
63.2,1.077,0.10668,4.0,29000
28.7,7.685,0.19812,4.0,24000
32.0,5.188,0.381,7.0,7000
59.6,28.721,0.508,15.0,8000
34.0,9.063,0.4826,14.0,5000
37.6,13.167,0.254,7.0,18000
25.7,1.217,0.2413,8.0,7000
109.3,4.513,0.4318,12.0,8000
64.9,3.766,0.3683,13.0,6000
109.6,4.057,0.22225,9.25,16000
147.7,11.803,0.45974,11.0,12000
11.4,1.559,0.1524,4.3,15000
170.3,2.819,0.22225,7.75,20000
56.6,7.612,0.5461,13.0,5000
56.1,1.976,0.22225,8.0,11000
27.8,2.623,0.254,5.0,10000
67.1,49.317,0.6858,13.0,7000
31.3,1.429,0.19812,4.0,13000
0.0,21.965,0.2794,4.5,21000
91.4,9.297,0.3048,11.0,12000
83.1,12.58,0.3302,8.0,13999
6.4,2.032,0.1651,3.7,19000
0.0,10.366,0.2286,6.5,19000
80.4,45.296,0.508,10.0,11000
8.0,1.996,0.2286,3.0,13000
21.5,2.973,0.4953,11.5,3000
14.0,1.881,0.1778,4.0,13999
45.0,2.489,0.13335,6.25,29000
21.0,4.735,0.1016,4.0,44000
24.7,1.182,0.22225,7.75,8000
63.2,34.512,0.4572,8.0,12000
